,total,objectIDs
932,27413,206499
933,27413,197462
934,27413,200377
935,27413,24929
936,27413,206799
937,27413,231667
938,27413,239210
939,27413,201712
940,27413,200573
941,27413,205342
942,27413,206819
943,27413,189342
944,27413,189471
945,27413,189298
946,27413,195018
947,27413,202163
948,27413,193843
949,27413,32368
950,27413,188001
951,27413,194952
952,27413,194953
953,27413,194621
954,27413,192720
955,27413,192711
956,27413,192738
957,27413,192743
958,27413,192742
959,27413,207774
960,27413,207795
961,27413,207825
962,27413,197793
963,27413,204805
964,27413,208984
965,27413,208589
966,27413,210748
967,27413,208202
968,27413,27367
969,27413,22919
970,27413,626019
971,27413,195423
972,27413,196468
973,27413,231016
974,27413,22386
975,27413,207040
976,27413,24891
977,27413,468321
978,27413,206589
979,27413,236097
980,27413,236036
981,27413,206406
982,27413,754292
983,27413,679611
984,27413,81140
985,27413,23366
986,27413,207381
987,27413,192741
988,27413,209328
989,27413,236178
990,27413,202266
991,27413,751553
992,27413,811673
993,27413,210749
994,27413,188879
995,27413,188779
996,27413,206602
997,27413,206788
998,27413,207523
999,27413,207480
1000,27413,206814
1001,27413,206974
1002,27413,207025
1003,27413,207814
1004,27413,207768
1005,27413,208607
1006,27413,208823
1007,27413,204704
1008,27413,205414
1009,27413,202428
1010,27413,202426
1011,27413,197778
1012,27413,197788
1013,27413,201610
1014,27413,199853
1015,27413,199852
1016,27413,196759
1017,27413,196756
1018,27413,194426
1019,27413,195294
1020,27413,195408
1021,27413,195424
1022,27413,195409
1023,27413,195297
1024,27413,195296
1025,27413,193873
1026,27413,193885
1027,27413,192739
1028,27413,80275
1029,27413,96434
1030,27413,188442
1031,27413,190453
1032,27413,236980
1033,27413,236094
1034,27413,236093
1035,27413,236096
1036,27413,236090
1037,27413,236092
1038,27413,236091
1039,27413,825976
1040,27413,237086
1041,27413,236068
1042,27413,207869
1043,27413,198953
1044,27413,236125
1045,27413,236123
1046,27413,199637
1047,27413,199612
1048,27413,191067
1049,27413,207396
1050,27413,206414
1051,27413,206421
1052,27413,206412
1053,27413,206407
1054,27413,206416
1055,27413,206408
1056,27413,206409
1057,27413,206420
1058,27413,209306
1059,27413,194427
1060,27413,189386
1061,27413,80840
1062,27413,107375
1063,27413,463001
1064,27413,200371
1065,27413,200372
1066,27413,200379
1067,27413,200365
1068,27413,200426
1069,27413,200407
1070,27413,200792
1071,27413,200080
1072,27413,200109
1073,27413,200152
1074,27413,200205
1075,27413,200221
1076,27413,200191
1077,27413,200214
1078,27413,200267
1079,27413,200240
1080,27413,200271
1081,27413,200289
1082,27413,200281
1083,27413,200282
1084,27413,466378
1085,27413,198765
1086,27413,204639
1087,27413,463679
1088,27413,825975
1089,27413,81558
1090,27413,81119
1091,27413,79995
1092,27413,194169
1093,27413,197791
1094,27413,693863
1095,27413,206977
1096,27413,206583
1097,27413,207796
1098,27413,195131
1099,27413,239479
1100,27413,237240
1101,27413,237235
1102,27413,236109
1103,27413,194195
1104,27413,194243
1105,27413,206490
1106,27413,21941
1107,27413,192701
1108,27413,194297
1109,27413,195185
1110,27413,197036
1111,27413,205757
1112,27413,236122
1113,27413,82433
1114,27413,81460
1115,27413,81101
1116,27413,81135
1117,27413,200079
1118,27413,191330
1119,27413,236060
1120,27413,232048
1121,27413,205413
1122,27413,205455
1123,27413,205459
1124,27413,205229
1125,27413,205782
1126,27413,207804
1127,27413,197465
1128,27413,195300
1129,27413,206972
1130,27413,197084
1131,27413,197468
1132,27413,207377
1133,27413,206569
1134,27413,209067
1135,27413,191480
1136,27413,504256
1137,27413,232038
1138,27413,503578
1139,27413,202167
1140,27413,202166
1141,27413,202142
1142,27413,205721
1143,27413,202146
1144,27413,202145
1145,27413,236077
1146,27413,473895
1147,27413,192714
1148,27413,193241
1149,27413,195360
1150,27413,194209
1151,27413,194185
1152,27413,195516
1153,27413,204770
1154,27413,205098
1155,27413,206911
1156,27413,196454
1157,27413,232175
1158,27413,232176
1159,27413,239502
1160,27413,239260
1161,27413,199034
1162,27413,199615
1163,27413,200559
1164,27413,198393
1165,27413,199849
1166,27413,202696
1167,27413,201851
1168,27413,207849
1169,27413,208568
1170,27413,811644
1171,27413,195301
1172,27413,195298
1173,27413,195299
1174,27413,208881
1175,27413,211443
1176,27413,231981
1177,27413,208983
1178,27413,208702
1179,27413,137471
1180,27413,138291
1181,27413,80378
1182,27413,81100
1183,27413,81118
1184,27413,81468
1185,27413,81114
1186,27413,81104
1187,27413,200556
1188,27413,197743
1189,27413,195295
1190,27413,197042
1191,27413,197742
1192,27413,209020
1193,27413,208978
1194,27413,207780
1195,27413,207683
1196,27413,208159
1197,27413,207944
1198,27413,207034
1199,27413,207485
1200,27413,207992
1201,27413,206595
1202,27413,206896
1203,27413,206971
1204,27413,206341
1205,27413,206337
1206,27413,206342
1207,27413,206331
1208,27413,206715
1209,27413,187154
1210,27413,197083
1211,27413,232177
1212,27413,231041
1213,27413,231010
1214,27413,193903
1215,27413,193243
1216,27413,193245
1217,27413,193242
1218,27413,193244
1219,27413,193246
1220,27413,199500
1221,27413,199638
1222,27413,199614
1223,27413,199613
1224,27413,198392
1225,27413,202695
1226,27413,825974
1227,27413,715213
1228,27413,749203
1229,27413,757227
1230,27413,81123
1231,27413,83259
1232,27413,83209
1233,27413,83605
1234,27413,138468
1235,27413,209325
1236,27413,194188
1237,27413,501534
1238,27413,505461
1239,27413,81116
1240,27413,81142
1241,27413,83443
1242,27413,83234
1243,27413,79091
1244,27413,196378
1245,27413,81480
1246,27413,193692
1247,27413,198593
1248,27413,472341
1249,27413,209329
1250,27413,202224
1251,27413,236075
1252,27413,81490
1253,27413,79101
1254,27413,463755
1255,27413,774583
1256,27413,774581
1257,27413,774584
1258,27413,82424
1259,27413,83896
1260,27413,81139
1261,27413,81103
1262,27413,83242
1263,27413,81476
1264,27413,81124
1265,27413,82103
1266,27413,239364
1267,27413,200863
1268,27413,207810
1269,27413,472310
1270,27413,238972
1271,27413,239154
1272,27413,194672
1273,27413,200373
1274,27413,205761
1275,27413,207812
1276,27413,202274
1277,27413,202275
1278,27413,207749
1279,27413,693850
1280,27413,200116
1281,27413,200118
1282,27413,200356
1283,27413,202541
1284,27413,194458
1285,27413,207139
1286,27413,200114
1287,27413,841274
1288,27413,750831
1289,27413,87016
1290,27413,86027
1291,27413,205701
1292,27413,200224
1293,27413,459243
1294,27413,786073
1295,27413,193803
1296,27413,191603
1297,27413,200330
1298,27413,200314
1299,27413,200075
1300,27413,232049
1301,27413,200315
1302,27413,81105
1303,27413,81122
1304,27413,206711
1305,27413,198012
1306,27413,194567
1307,27413,856695
1308,27413,83442
1309,27413,81112
1310,27413,83179
1311,27413,200386
1312,27413,193816
1313,27413,206405
1314,27413,193822
1315,27413,193883
1316,27413,785846
1317,27413,469879
1318,27413,81781
1319,27413,466105
1320,27413,205778
1321,27413,202114
1322,27413,196533
1323,27413,200133
1324,27413,200304
1325,27413,83591
1326,27413,460639
1327,27413,200387
1328,27413,206992
1329,27413,460914
1330,27413,26587
1331,27413,27086
1332,27413,24942
1333,27413,26980
1334,27413,190557
1335,27413,187190
1336,27413,197157
1337,27413,197158
1338,27413,209416
1339,27413,209418
1340,27413,207240
1341,27413,207528
1342,27413,205501
1343,27413,198660
1344,27413,198989
1345,27413,198822
1346,27413,198988
1347,27413,201621
1348,27413,207214
1349,27413,207150
1350,27413,207145
1351,27413,206492
1352,27413,206501
1353,27413,208176
1354,27413,208134
1355,27413,27165
1356,27413,21988
1357,27413,24943
1358,27413,460829
1359,27413,461588
1360,27413,461544
1361,27413,461357
1362,27413,471138
1363,27413,471134
1364,27413,471139
1365,27413,471135
1366,27413,471142
1367,27413,471168
1368,27413,471141
1369,27413,471180
1370,27413,471143
1371,27413,471169
1372,27413,471144
1373,27413,471140
1374,27413,471176
1375,27413,472724
1376,27413,473808
1377,27413,473809
1378,27413,470126
1379,27413,503514
1380,27413,503547
1381,27413,506049
1382,27413,503617
1383,27413,461287
1384,27413,461359
1385,27413,461348
1386,27413,460489
1387,27413,460480
1388,27413,460398
1389,27413,461123
1390,27413,715403
1391,27413,26891
1392,27413,34025
1393,27413,21949
1394,27413,21948
1395,27413,652387
1396,27413,504593
1397,27413,208215
1398,27413,208214
1399,27413,208217
1400,27413,208216
1401,27413,33836
1402,27413,504064
1403,27413,471049
1404,27413,667967
1405,27413,471167
1406,27413,472182
1407,27413,472183
1408,27413,472198
1409,27413,472218
1410,27413,472199
1411,27413,472185
1412,27413,472186
1413,27413,472217
1414,27413,472210
1415,27413,472223
1416,27413,472191
1417,27413,472224
1418,27413,472220
1419,27413,472216
1420,27413,472197
1421,27413,472189
1422,27413,472360
1423,27413,472380
1424,27413,472371
1425,27413,472368
1426,27413,472379
1427,27413,472378
1428,27413,472354
1429,27413,472377
1430,27413,472365
1431,27413,472374
1432,27413,472370
1433,27413,472540
1434,27413,472373
1435,27413,472372
1436,27413,472363
1437,27413,472367
1438,27413,472361
1439,27413,472355
1440,27413,474066
1441,27413,473818
1442,27413,473820
1443,27413,473821
1444,27413,473815
1445,27413,473814
1446,27413,473824
1447,27413,473819
1448,27413,473813
1449,27413,472285
1450,27413,472294
1451,27413,472290
1452,27413,472289
1453,27413,472286
1454,27413,472287
1455,27413,472282
1456,27413,472260
1457,27413,472293
1458,27413,472345
1459,27413,472305
1460,27413,472324
1461,27413,472317
1462,27413,472337
1463,27413,472349
1464,27413,472332
1465,27413,472333
1466,27413,472336
1467,27413,472335
1468,27413,472321
1469,27413,472316
1470,27413,470822
1471,27413,470685
1472,27413,470673
1473,27413,470687
1474,27413,470682
1475,27413,470711
1476,27413,470677
1477,27413,470706
1478,27413,470701
1479,27413,470697
1480,27413,470686
1481,27413,470692
1482,27413,470708
1483,27413,470709
1484,27413,470704
1485,27413,470698
1486,27413,470674
1487,27413,470699
1488,27413,470669
1489,27413,470694
1490,27413,470689
1491,27413,470684
1492,27413,470696
1493,27413,470703
1494,27413,470710
1495,27413,470681
1496,27413,470705
1497,27413,470700
1498,27413,470707
1499,27413,470691
1500,27413,470693
1501,27413,470688
1502,27413,470683
1503,27413,470678
1504,27413,470695
1505,27413,470690
1506,27413,470679
1507,27413,470702
1508,27413,470751
1509,27413,470758
1510,27413,479345
1511,27413,470292
1512,27413,470629
1513,27413,470613
1514,27413,470635
1515,27413,470638
1516,27413,470630
1517,27413,470610
1518,27413,470612
1519,27413,470634
1520,27413,470626
1521,27413,470628
1522,27413,470656
1523,27413,470641
1524,27413,470615
1525,27413,470633
1526,27413,470631
1527,27413,470611
1528,27413,470632
1529,27413,470642
1530,27413,470646
1531,27413,470636
1532,27413,470627
1533,27413,470649
1534,27413,470637
1535,27413,470643
1536,27413,470651
1537,27413,470639
1538,27413,470645
1539,27413,470644
1540,27413,466590
1541,27413,470988
1542,27413,471008
1543,27413,470992
1544,27413,470987
1545,27413,471021
1546,27413,470977
1547,27413,470990
1548,27413,471007
1549,27413,470997
1550,27413,470982
1551,27413,471004
1552,27413,470999
1553,27413,470975
1554,27413,471011
1555,27413,471013
1556,27413,471002
1557,27413,471003
1558,27413,471010
1559,27413,470989
1560,27413,471006
1561,27413,471020
1562,27413,470984
1563,27413,470983
1564,27413,471009
1565,27413,471012
1566,27413,471022
1567,27413,471014
1568,27413,470998
1569,27413,470976
1570,27413,470993
1571,27413,471005
1572,27413,471249
1573,27413,470904
1574,27413,470898
1575,27413,470906
1576,27413,470905
1577,27413,470907
1578,27413,470871
1579,27413,470935
1580,27413,470959
1581,27413,470938
1582,27413,470933
1583,27413,470940
1584,27413,470939
1585,27413,470969
1586,27413,470936
1587,27413,470934
1588,27413,470937
1589,27413,471550
1590,27413,671527
1591,27413,188970
1592,27413,23052
1593,27413,199616
1594,27413,189467
1595,27413,21927
1596,27413,232304
1597,27413,232251
1598,27413,232234
1599,27413,232288
1600,27413,232294
1601,27413,232300
1602,27413,232256
1603,27413,232228
1604,27413,232233
1605,27413,232292
1606,27413,232247
1607,27413,232295
1608,27413,232257
1609,27413,230987
1610,27413,461358
1611,27413,206707
1612,27413,206891
1613,27413,206742
1614,27413,209064
1615,27413,205462
1616,27413,206459
1617,27413,210115
1618,27413,210125
1619,27413,211358
1620,27413,197836
1621,27413,197835
1622,27413,197974
1623,27413,197962
1624,27413,197858
1625,27413,197911
1626,27413,197907
1627,27413,667861
1628,27413,23950
1629,27413,207147
1630,27413,207149
1631,27413,209307
1632,27413,229567
1633,27413,210768
1634,27413,206558
1635,27413,206433
1636,27413,207230
1637,27413,208124
1638,27413,208178
1639,27413,208127
1640,27413,208125
1641,27413,208126
1642,27413,206106
1643,27413,205533
1644,27413,205253
1645,27413,205249
1646,27413,197961
1647,27413,197913
1648,27413,197908
1649,27413,197910
1650,27413,197973
1651,27413,197909
1652,27413,197112
1653,27413,197123
1654,27413,197122
1655,27413,191995
1656,27413,231960
1657,27413,504257
1658,27413,207144
1659,27413,207142
1660,27413,207156
1661,27413,207170
1662,27413,505798
